# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Sep 26 06:50:01 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_pnum > 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_discmethod:  Discovery Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjlim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_ttvflag:     TTV Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr1:    Distance Upper Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr2:    Distance Lower Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_distlim:     Distance Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radblend:    Stellar Radius Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_ttvflag,st_dist,st_disterr1,st_disterr2,st_distlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend
2299,Kepler-379,b,Transit,2,20.09838,0.00018,-0.00018,0,0.152,,,0,,,,,,,,,,0.148,0.028,-0.028,0,0,,,,,1.08,,,0,0,1.31,0.24,-0.24,0,0
2300,Kepler-379,c,Transit,2,62.784697,0.000661,-0.000661,0,0.326,,,0,,,,,,,,,,0.204,0.038,-0.038,0,0,,,,,1.08,,,0,0,1.31,0.24,-0.24,0,0
2302,Kepler-380,b,Transit,2,3.930821,0.000038,-0.000038,0,0.05,,,0,,,,,,,,,,0.106,0.021,-0.021,0,0,,,,,1.05,,,0,0,1.22,0.24,-0.24,0,0
2303,Kepler-380,c,Transit,2,7.630004,0.000073,-0.000073,0,0.078,,,0,,,,,,,,,,0.113,0.025,-0.025,0,0,,,,,1.05,,,0,0,1.22,0.24,-0.24,0,0
2304,Kepler-381,b,Transit,2,5.629021,0.000028,-0.000028,0,0.066,,,0,,,,,,,,,,0.088,0.02,-0.02,0,0,,,,,1.34,,,0,0,1.57,0.35,-0.35,0,0
2305,Kepler-381,c,Transit,2,13.391635,0.000129,-0.000129,0,0.117,,,0,,,,,,,,,,0.1,0.022,-0.022,0,0,,,,,1.34,,,0,0,1.57,0.35,-0.35,0,0
2306,Kepler-382,b,Transit,2,5.262155,0.000047,-0.000047,0,0.055,,,0,,,,,,,,,,0.118,0.056,-0.056,0,0,,,,,0.8,,,0,0,0.94,0.45,-0.45,0,0
2307,Kepler-382,c,Transit,2,12.162701,0.000109,-0.000109,0,0.097,,,0,,,,,,,,,,0.142,0.069,-0.069,0,0,,,,,0.8,,,0,0,0.94,0.45,-0.45,0,0
2308,Kepler-383,b,Transit,2,12.904532,0.000121,-0.000121,0,0.095,,,0,,,,,,,,,,0.118,0.046,-0.046,0,0,,,,,0.67,,,0,0,0.67,0.27,-0.27,0,0
2309,Kepler-383,c,Transit,2,31.200751,0.000354,-0.000354,0,0.172,,,0,,,,,,,,,,0.111,0.044,-0.044,0,0,,,,,0.67,,,0,0,0.67,0.27,-0.27,0,0
2310,Kepler-384,b,Transit,2,22.597053,0.000243,-0.000243,0,0.148,,,0,,,,,,,,,,0.1,0.029,-0.029,0,0,,,,,0.76,,,0,0,0.88,0.25,-0.25,0,0
2311,Kepler-384,c,Transit,2,45.348269,0.000779,-0.000779,0,0.236,,,0,,,,,,,,,,0.101,0.029,-0.029,0,0,,,,,0.76,,,0,0,0.88,0.25,-0.25,0,0
2312,Kepler-385,b,Transit,2,10.043686,0.000128,-0.000128,0,0.097,,,0,,,,,,,,,,0.244,0.123,-0.123,0,0,,,,,1.09,,,0,0,1.13,0.56,-0.56,0,0
2313,Kepler-385,c,Transit,2,15.163161,0.000269,-0.000269,0,0.127,,,0,,,,,,,,,,0.271,0.139,-0.139,0,0,,,,,1.09,,,0,0,1.13,0.56,-0.56,0,0
2314,Kepler-386,b,Transit,2,12.31043,0.000218,-0.000218,0,0.096,,,0,,,,,,,,,,0.124,0.073,-0.073,0,0,,,,,0.74,,,0,0,0.77,0.43,-0.43,0,0
2315,Kepler-386,c,Transit,2,25.193458,0.000342,-0.000342,0,0.155,,,0,,,,,,,,,,0.141,0.079,-0.079,0,0,,,,,0.74,,,0,0,0.77,0.43,-0.43,0,0
2316,Kepler-387,b,Transit,2,6.791636,0.000094,-0.000094,0,0.068,,,0,,,,,,,,,,0.092,0.021,-0.021,0,0,,,,,1.03,,,0,0,1.05,0.24,-0.24,0,0
2317,Kepler-387,c,Transit,2,11.837549,0.000329,-0.000329,0,0.098,,,0,,,,,,,,,,0.079,0.02,-0.02,0,0,,,,,1.03,,,0,0,1.05,0.24,-0.24,0,0
2318,Kepler-388,b,Transit,2,3.173315,0.000018,-0.000018,0,0.036,,,0,,,,,,,,,,0.072,0.009,-0.009,0,0,,,,,0.59,,,0,0,0.59,0.07,-0.07,0,0
2319,Kepler-388,c,Transit,2,13.297004,0.000185,-0.000185,0,0.093,,,0,,,,,,,,,,0.077,0.01,-0.01,0,0,,,,,0.59,,,0,0,0.59,0.07,-0.07,0,0
2320,Kepler-389,b,Transit,2,3.244107,0.00003,-0.00003,0,0.041,,,0,,,,,,,,,,0.135,0.069,-0.069,0,0,,,,,0.78,,,0,0,0.79,0.4,-0.4,0,0
2321,Kepler-389,c,Transit,2,14.51143,0.000305,-0.000305,0,0.11,,,0,,,,,,,,,,0.13,0.067,-0.067,0,0,,,,,0.78,,,0,0,0.79,0.4,-0.4,0,0
2323,Kepler-390,b,Transit,2,6.738088,0.000067,-0.000067,0,0.065,,,0,,,,,,,,,,0.073,0.006,-0.006,0,0,,,,,0.67,,,0,0,0.78,0.05,-0.05,0,0
2324,Kepler-390,c,Transit,2,13.060022,0.000257,-0.000257,0,0.101,,,0,,,,,,,,,,0.07,0.007,-0.007,0,0,,,,,0.67,,,0,0,0.78,0.05,-0.05,0,0
2325,Kepler-391,b,Transit,2,7.416755,0.000129,-0.000129,0,0.082,,,0,,,,,,,,,,0.285,0.07,-0.07,0,0,,,,,1.22,,,0,0,3.57,0.85,-0.85,0,0
2326,Kepler-391,c,Transit,2,20.485435,0.000393,-0.000393,0,0.161,,,0,,,,,,,,,,0.316,0.077,-0.077,0,0,,,,,1.22,,,0,0,3.57,0.85,-0.85,0,0
2327,Kepler-392,b,Transit,2,5.341853,0.000055,-0.000055,0,0.059,,,0,,,,,,,,,,0.089,0.019,-0.019,0,0,,,,,1.13,,,0,0,1.13,0.23,-0.23,0,0
2328,Kepler-392,c,Transit,2,10.423118,0.000087,-0.000087,0,0.093,,,0,,,,,,,,,,0.098,0.021,-0.021,0,0,,,,,1.13,,,0,0,1.13,0.23,-0.23,0,0
2329,Kepler-393,b,Transit,2,9.182417,0.000096,-0.000096,0,0.091,,,0,,,,,,,,,,0.115,0.022,-0.022,0,0,,,,,1.32,,,0,0,1.38,0.26,-0.26,0,0
2330,Kepler-393,c,Transit,2,14.613612,0.000231,-0.000231,0,0.124,,,0,,,,,,,,,,0.119,0.028,-0.028,0,0,,,,,1.32,,,0,0,1.38,0.26,-0.26,0,0
2331,Kepler-394,b,Transit,2,8.005013,0.00009,-0.00009,0,0.083,,,0,,,,,,,,,,0.143,0.073,-0.073,0,0,,,,,1.11,,,0,0,1.13,0.58,-0.58,0,0
2332,Kepler-394,c,Transit,2,12.130686,0.00018,-0.00018,0,0.11,,,0,,,,,,,,,,0.148,0.077,-0.077,0,0,,,,,1.11,,,0,0,1.13,0.58,-0.58,0,0
2333,Kepler-395,b,Transit,2,7.054346,0.00007,-0.00007,0,0.061,,,0,,,,,,,,,,0.092,0.007,-0.007,0,0,,,,,0.53,,,0,0,0.56,0.02,-0.02,0,0
2334,Kepler-395,c,Transit,2,34.989262,0.000543,-0.000543,0,0.177,,,0,,,,,,,,,,0.118,0.008,-0.008,0,0,,,,,0.53,,,0,0,0.56,0.02,-0.02,0,0
2335,Kepler-396,b,Transit,2,42.994,,,0,,,,,,,,,0.238,0.037,-0.018,0,Mass,0.312,0.114,-0.058,0,1,,,,,0.85,0.13,-0.06,0,0,1.06,0.39,-0.2,0,0
2336,Kepler-396,c,Transit,2,88.505,,,0,,,,,,,,,0.056,0.009,-0.004,0,Mass,0.473,0.174,-0.088,0,1,,,,,0.85,0.13,-0.06,0,0,1.06,0.39,-0.2,0,0
2337,Kepler-397,b,Transit,2,22.250949,0.000186,-0.000186,0,0.144,,,0,,,,,,,,,,0.219,1.902,-1.902,0,0,,,,,,,,,,0.77,0.07,-0.07,0,0
2338,Kepler-397,c,Transit,2,135.498527,0.000668,-0.000668,0,0.48,,,0,,,,,,,,,,0.551,0.05,-0.05,0,1,,,,,,,,,,0.77,0.07,-0.07,0,0
2339,Kepler-398,b,Transit,3,4.081423,0.000011,-0.000011,0,0.044,,,0,,,,,,,,,,0.083,0.009,-0.009,0,0,,,,,,,,,,0.61,0.03,-0.03,0,0
2340,Kepler-398,c,Transit,3,11.419412,0.000047,-0.000047,0,0.087,,,0,,,,,,,,,,0.09,0.01,-0.01,0,0,,,,,,,,,,0.61,0.03,-0.03,0,0
2341,Kepler-398,d,Transit,3,6.83437001,0.00001518,-0.00001518,0,,,,,,,,,,,,,,0.079,0.003,-0.004,0,0,,,,,,,,,,0.61,0.03,-0.03,0,0
2342,Kepler-399,b,Transit,3,14.425281,0.000144,-0.000144,0,0.103,,,0,,,,,,,,,,0.086,0.045,-0.045,0,0,,,,,,,,,,0.68,0.36,-0.36,0,0
2343,Kepler-399,c,Transit,3,26.67569,0.000171,-0.000171,0,0.155,,,0,,,,,,,,,,0.128,0.069,-0.069,0,0,,,,,,,,,,0.68,0.36,-0.36,0,0
2344,Kepler-399,d,Transit,3,58.034616,0.000363,-0.000363,0,0.261,,,0,,,,,,,,,,0.169,0.09,-0.09,0,0,,,,,,,,,,0.68,0.36,-0.36,0,0
2347,Kepler-400,b,Transit,2,9.024389,0.000034,-0.000034,0,0.087,,,0,,,,,,,,,,0.147,0.027,-0.027,0,0,,,,,,,,,,1.15,0.21,-0.21,0,0
2348,Kepler-400,c,Transit,2,17.340824,0.0001,-0.0001,0,0.134,,,0,,,,,,,,,,0.133,0.025,-0.025,0,0,,,,,,,,,,1.15,0.21,-0.21,0,0
2349,Kepler-401,b,Transit,3,14.383035,0.000211,-0.000211,0,0.122,,,0,,,,,,,,,,0.153,0.036,-0.036,0,0,,,,,,,,,,1.33,0.24,-0.24,0,0
2350,Kepler-401,c,Transit,3,47.318218,0.000695,-0.000695,0,0.269,,,0,,,,,,,,,,0.192,0.036,-0.036,0,0,,,,,,,,,,1.33,0.24,-0.24,0,0
2351,Kepler-401,d,Transit,3,184.256405,0.00317,-0.00317,0,,,,,,,,,,,,,,0.203,0.036,-0.023,0,0,,,,,,,,,,1.33,0.24,-0.24,0,0
2352,Kepler-402,b,Transit,4,4.028751,0.000019,-0.000019,0,0.051,,,0,,,,,,,,,,0.109,0.021,-0.021,0,0,,,,,,,,,,1.26,0.24,-0.24,0,0
2353,Kepler-402,c,Transit,4,6.124821,0.000026,-0.000026,0,0.068,,,0,,,,,,,,,,0.139,0.031,-0.031,0,0,,,,,,,,,,1.26,0.24,-0.24,0,0
2354,Kepler-402,d,Transit,4,8.921099,0.000056,-0.000056,0,0.087,,,0,,,,,,,,,,0.123,0.024,-0.024,0,0,,,,,,,,,,1.26,0.24,-0.24,0,0
2355,Kepler-402,e,Transit,4,11.242861,0.000059,-0.000059,0,0.102,,,0,,,,,,,,,,0.13,0.026,-0.026,0,0,,,,,,,,,,1.26,0.24,-0.24,0,0
2356,Kepler-403,b,Transit,3,7.031462,0.000051,-0.000051,0,0.076,,,0,,,,,,,,,,0.112,0.02,-0.02,0,0,,,,,,,,,,1.33,0.24,-0.24,0,0
2357,Kepler-403,c,Transit,3,54.280749,0.000562,-0.000562,0,0.297,,,0,,,,,,,,,,0.156,0.029,-0.029,0,0,,,,,,,,,,1.33,0.24,-0.24,0,0
2358,Kepler-403,d,Transit,3,13.61159129,0.00008288,-0.00008288,0,,,,,,,,,,,,,,0.127,0.027,-0.017,0,0,,,,,,,,,,1.33,0.24,-0.24,0,0
2359,Kepler-404,b,Transit,2,11.829851,0.000209,-0.000209,0,0.102,,,0,,,,,,,,,,0.113,0.049,-0.049,0,0,,,,,,,,,,0.88,0.33,-0.33,0,0
2360,Kepler-404,c,Transit,2,14.751166,0.000261,-0.000261,0,0.118,,,0,,,,,,,,,,0.153,0.076,-0.076,0,0,,,,,,,,,,0.88,0.33,-0.33,0,0
2361,Kepler-405,b,Transit,2,10.613839,0.000111,-0.000111,0,0.095,,,0,,,,,,,,,,0.186,0.088,-0.088,0,0,,,,,,,,,,0.89,0.42,-0.42,0,0
2362,Kepler-405,c,Transit,2,29.726682,0.011477,-0.011477,0,0.188,,,0,,,,,,,,,,0.416,2.378,-2.378,0,1,,,,,,,,,,0.89,0.42,-0.42,0,0
2363,Kepler-406,b,Transit,2,2.42629,,,0,,,,,,,,,0.02,0.004,-0.004,0,Mass,0.128,0.003,-0.003,0,0,,,,,1.07,0.06,-0.06,0,0,1.07,0.02,-0.02,0,0
2364,Kepler-406,c,Transit,2,4.62332,,,0,,,,,,,,,0.009,0.006,-0.006,0,Mass,0.076,0.003,-0.003,0,0,,,,,1.07,0.06,-0.06,0,0,1.07,0.02,-0.02,0,0
2365,Kepler-407,b,Transit,2,0.66931,,,0,,,,,,,,,0.0002,0.0038,-0.0038,0,Mass,0.095,0.002,-0.002,0,0,,,,,1,0.06,-0.06,0,0,1.01,0.07,-0.07,0,0
2366,Kepler-407,c,Radial Velocity,2,3000,500,-500,0,,,,,,,,,12.6,6.3,-6.3,0,Mass,,,,,0,,,,,1,0.06,-0.06,0,0,1.01,0.07,-0.07,0,0
2371,Kepler-411,b,Transit,2,3.00516,0.00001,-0.00001,0,0.038,0.001,-0.001,0,0,0.35,0,0,,,,,,0.168,0.018,-0.018,0,0,,,,,0.83,0.04,-0.1,0,0,0.79,0.07,-0.06,0,0
2372,Kepler-411,c,Transit,2,7.83442788,0.00000298,-0.00000298,0,,,,,,,,,,,,,,0.292,0.011,-0.006,0,0,,,,,0.83,0.04,-0.1,0,0,0.79,0.07,-0.06,0,0
2375,Kepler-414,b,Transit Timing Variations,2,4.7,,,0,,,,,,,,,0.011,0.011,-0.009,0,Mass,0.153,0.028,-0.012,0,1,,,,,0.89,,,0,0,0.95,,,0,0
2376,Kepler-414,c,Transit Timing Variations,2,7.171,,,0,,,,,,,,,0.094,0.039,-0.033,0,Mass,0.269,0.048,-0.022,0,1,,,,,0.89,,,0,0,0.95,,,0,0
2377,Kepler-415,b,Transit Timing Variations,2,4.176,,,0,,,,,,,,,0.377,0.321,-0.275,0,Mass,0.108,0.012,-0.009,0,1,,,,,0.67,,,0,0,0.64,,,0,0
2378,Kepler-415,c,Transit Timing Variations,2,8.708,,,0,,,,,,,,,,,,,,,,,,1,,,,,0.67,,,0,0,0.64,,,0,0
2379,Kepler-416,b,Transit Timing Variations,2,6.319,,,0,,,,,,,,,0.183,0.168,-0.124,0,Mass,0.221,0.088,-0.029,0,1,,,,,1,,,0,0,1.07,,,0,0
2380,Kepler-416,c,Transit Timing Variations,2,12.209,,,0,,,,,,,,,,,,,,,,,,1,,,,,1,,,0,0,1.07,,,0,0
2381,Kepler-417,b,Transit Timing Variations,2,12.331,,,0,,,,,,,,,0.035,0.029,-0.025,0,Mass,0.206,0.077,-0.015,0,1,,,,,0.9,,,0,0,0.81,,,0,0
2382,Kepler-417,c,Transit Timing Variations,2,15.943,,,0,,,,,,,,,,,,,,,,,,1,,,,,0.9,,,0,0,0.81,,,0,0
2384,Kepler-419,b,Transit,2,69.7546,0.0007,-0.0009,0,0.37,0.007,-0.006,0,0.833,0.013,-0.013,0,2.5,0.3,-0.3,0,Mass,0.96,0.12,-0.12,0,1,,,,,1.39,0.08,-0.07,0,0,1.74,0.07,-0.07,0,0
2385,Kepler-419,c,Transit Timing Variations,2,675.47,0.11,-0.11,0,1.68,0.03,-0.03,0,0.184,0.002,-0.002,0,7.3,0.4,-0.4,0,Mass,,,,,0,,,,,1.39,0.08,-0.07,0,0,1.74,0.07,-0.07,0,0
2386,Kepler-42,b,Transit,3,1.2137672,0.0000046,-0.0000046,0,0.0116,,,0,,,,,,,,,,0.07,0.02,-0.02,0,0,38.7,6.3,-6.3,0,0.13,0.05,-0.05,0,0,0.17,0.04,-0.04,0,0
2387,Kepler-42,c,Transit,3,0.45328509,0.00000097,-0.00000097,0,0.006,,,0,,,,,,,,,,0.065,0.018,-0.018,0,0,38.7,6.3,-6.3,0,0.13,0.05,-0.05,0,0,0.17,0.04,-0.04,0,0
2388,Kepler-42,d,Transit,3,1.865169,0.000014,-0.000014,0,0.0154,,,0,,,,,,,,,,0.051,0.016,-0.016,0,0,38.7,6.3,-6.3,0,0.13,0.05,-0.05,0,0,0.17,0.04,-0.04,0,0
2393,Kepler-424,b,Transit,2,3.3118644,0.00000039,-0.00000039,0,0.044,0.005,-0.004,0,,,,,1.03,0.13,-0.13,0,Mass,0.89,0.08,-0.06,0,0,,,,,1.01,0.05,-0.05,0,0,0.94,0.06,-0.06,0,0
2394,Kepler-424,c,Radial Velocity,2,223.3,2.1,-2.1,0,0.73,0.08,-0.07,0,,,,,6.97,0.62,-0.62,0,Msini,,,,,0,,,,,1.01,0.05,-0.05,0,0,0.94,0.06,-0.06,0,0
2400,Kepler-430,b,Transit,2,35.968,,,0,0.2244,,,0,,,,,,,,,,0.29,,,0,0,,,,,1.17,0.13,-0.1,0,0,1.49,0.27,-0.23,0,0
2401,Kepler-430,c,Transit,2,110.979,,,0,0.4757,,,0,,,,,,,,,,0.16,,,0,0,,,,,1.17,0.13,-0.1,0,0,1.49,0.27,-0.23,0,0
2402,Kepler-431,b,Transit,3,6.803,,,0,0.0719,,,0,,,,,,,,,,0.068,,,0,0,,,,,1.07,0.06,-0.04,0,0,1.09,0.19,-0.11,0,0
2403,Kepler-431,c,Transit,3,8.703,,,0,0.0847,,,0,,,,,,,,,,0.06,,,0,0,,,,,1.07,0.06,-0.04,0,0,1.09,0.19,-0.11,0,0
2404,Kepler-431,d,Transit,3,11.922,,,0,0.1045,,,0,,,,,,,,,,0.1,,,0,0,,,,,1.07,0.06,-0.04,0,0,1.09,0.19,-0.11,0,0
2405,Kepler-432,b,Transit,2,52.501129,0.000067,-0.000053,0,0.301,0.016,-0.011,0,0.5134,0.0098,-0.0089,0,5.41,0.32,-0.18,0,Mass,1.145,0.036,-0.039,0,0,870,20,-20,0,1.32,0.1,-0.07,0,0,4.06,0.12,-0.08,0,0
2406,Kepler-432,c,Radial Velocity,2,406.2,3.9,-2.5,0,,,,,0.498,0.029,-0.059,0,2.43,0.22,-0.24,0,Msini,,,,,0,870,20,-20,0,1.32,0.1,-0.07,0,0,4.06,0.12,-0.08,0,0
2410,Kepler-436,b,Transit,2,64.00205,0.00072,-0.00072,0,0.339,0.134,-0.053,0,0.19,0.13,-0.11,-1,,,,,,0.24,0.02,-0.02,0,0,618,34,-30,0,0.73,0.03,-0.03,0,0,0.7,0.03,-0.02,0,0
2411,Kepler-436,c,Transit,2,16.79713874,0.00008561,-0.00008561,0,,,,,,,,,,,,,,0.208,0.017,-0.012,0,0,618,34,-30,0,0.73,0.03,-0.03,0,0,0.7,0.03,-0.02,0,0
2420,Kepler-444,b,Transit,5,3.6001053,0.0000083,-0.000008,0,0.04178,0.00079,-0.00079,0,0.16,0.21,-0.1,0,,,,,,0.036,0.001,-0.001,0,0,35.7,1.1,-1.1,0,0.76,0.04,-0.04,0,0,0.75,0.01,-0.01,0,0
2421,Kepler-444,c,Transit,5,4.5458841,0.000007,-0.0000071,0,0.04881,0.00093,-0.00093,0,0.31,0.12,-0.15,0,,,,,,0.044,0.002,-0.002,0,0,35.7,1.1,-1.1,0,0.76,0.04,-0.04,0,0,0.75,0.01,-0.01,0,0
2422,Kepler-444,d,Transit,5,6.189392,0.000012,-0.000012,0,0.06,0.0011,-0.0011,0,0.18,0.16,-0.12,0,,,,,,0.047,0.002,-0.002,0,0,35.7,1.1,-1.1,0,0.76,0.04,-0.04,0,0,0.75,0.01,-0.01,0,0
2423,Kepler-444,e,Transit,5,7.743493,0.000017,-0.000016,0,0.0696,0.0013,-0.0013,0,0.1,0.2,-0.07,0,,,,,,0.049,0.002,-0.001,0,0,35.7,1.1,-1.1,0,0.76,0.04,-0.04,0,0,0.75,0.01,-0.01,0,0
2424,Kepler-444,f,Transit,5,9.740486,0.000013,-0.000013,0,0.0811,0.0015,-0.0015,0,0.29,0.2,-0.19,0,,,,,,0.066,0.004,-0.004,0,0,35.7,1.1,-1.1,0,0.76,0.04,-0.04,0,0,0.75,0.01,-0.01,0,0
2425,Kepler-445,b,Transit,3,2.984151,0.000011,-0.000011,0,,,,,0,,,0,,,,,,0.14,0.02,-0.02,0,0,90,,,0,0.18,0.04,-0.04,0,0,0.21,0.03,-0.03,0,0
2426,Kepler-445,c,Transit,3,4.871229,0.000011,-0.000011,0,,,,,0,,,0,,,,,,0.22,0.03,-0.03,0,0,90,,,0,0.18,0.04,-0.04,0,0,0.21,0.03,-0.03,0,0
2427,Kepler-445,d,Transit,3,8.15275,0.0004,-0.0004,0,,,,,0,,,0,,,,,,0.11,0.02,-0.02,0,0,90,,,0,0.18,0.04,-0.04,0,0,0.21,0.03,-0.03,0,0
2428,Kepler-446,b,Transit,3,1.565409,0.0000033,-0.0000033,0,,,,,0,,,0,,,,,,0.13,0.02,-0.02,0,0,120,,,0,0.22,0.05,-0.05,0,0,0.24,0.04,-0.04,0,0
2429,Kepler-446,c,Transit,3,3.036179,0.0000055,-0.0000055,0,,,,,0,,,0,,,,,,0.1,0.02,-0.02,0,0,120,,,0,0.22,0.05,-0.05,0,0,0.24,0.04,-0.04,0,0
